tweet_id,customer_message,brand_reply,intent
2183180,"Gave @115888 my new credit card number and it can’t get over the fact that I’m not a student anymore, HELLO if I’m giving you my credit card just charge it full price",@408788 Hi there! What's happening exactly? Can you DM us your username or email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt,subscription_billing
2810354,"Ok @115888, you convinced me. I’ll pay for your service. So I’ll click this banner ad and it takes me to a landing page - Great! Wait. There is no way to pay on this page. It’s a dead end? #fail #spotifywonttakemymoney https://t.co/CvVg6U2xQA","@783739 Hey Scott, help's here! You can sign up for the offer at https://t.co/08kG2Gkc0v. Hope this helps /GS",general_inquiry
1532349,"@115888 if I like a song on the radio station, don't add it to my music, put it in a separate folder that I can add later. Plz n thx ✌🏼",@475307 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,general_inquiry
48116,@115888 We need @115888 in Macedonia 🇲🇰 Please 🙏🏼,@126759 Hey! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /TR,account_access
871351,@SpotifyCares It was on the messenger,@209250 Thanks. Can you DM us a link to your FB profile? We'll have a look and see how else we can help /AG https://t.co/ldFdZRiNAt,general_inquiry
2063875,"Yay, finally got my @Spotifycares Daily mixes. I thought there was supposed to be six, though, only have two.",@587970 Hey Josh! The amount of mixes you’re served up depends on the amount and diversity of your listening history. Hope this clears things up /JP,general_inquiry
1828855,"When Spotify can take $5 out of my account but not give me premium or verify my school discount, @SpotifyCares","@548845 Hey Teddy, help's here! Can you DM us your account's email address and username? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt",account_access
1531486,"@115888 could you make a playlist of powerhouse artists who hit some serious notes? K, thanks.","@475098 Hi there! Do you have any artists in mind? Also, what country is your account set to? We'll see what we can whip up /AK",resolved_followup
856192,"@115888 Fix the Roku app already, it's a disaster.","@323319 Hey there, help's arrived. Can you tell us what's happening exactly? We'll take a look /PX",app_crash_or_bug
1165912,@SpotifyCares Thank you ! It's really annoying ! Have a great day !,"@257042 You're welcome! If you ever need anything else, just shout and we'll come running 🏃 /KL",general_inquiry
1816356,"@115888 Please i need help. I canceled my subscription of spotify premium, but you are still charging me the premium service.","@545629 Hi there, that doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /AK https://t.co/ldFdZRiNAt",account_access
587525,"@SpotifyCares hello, I ve just payed Spotify premium, but I forgot to update my country in the details before. My account shows me that my current country is UK , bun now I live in the Netherlands. I payed with pound. Is there anyway to fix this?","@258794 Hey Simone, help's here! Could you send us a DM with your account's username or email address? We'll take a look and see what we can suggest 🔍 /DB https://t.co/ldFdZRiNAt",connectivity_device
557251,Are you fuckibg serious? I'm paying £9.99 a month and I've been a paying customer for 4 years now😡 https://t.co/5NvqrALOj0,"@250117 Hey there! Right now, this offer’s for new subscribers only. We’d recommend checking out our new Spotify Yearly discount - 12 months for the price of 10: https://t.co/LHTUu8url7. Let us know how it goes /GN",general_inquiry
1933784,@115888 how do I get premium with Hulu?,"@575425 Hey, help's arrived! Could you send us a DM with your account's email address or username? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",general_inquiry
567182,"@SpotifyCares please help, I can't connect to spotify through facebook. I get this message: Application Unavailable: The application you're trying to use is either no longer available or access is restricted.",@253024 Hi! We've just replied to your DM. Check your inbox /AP,connectivity_device
1871544,Upgraded to Premium for Fam Spotify.  Every time I click on Premium for Fam it takes me back to the join Premium for Fam page @SpotifyCares,"@558897 Hi Henry, help's here! Could you DM us your account's username and email address? We'll take a look backstage 🔍 /JQ https://t.co/ldFdZRiNAt",connectivity_device
1837784,@SpotifyCares My spotify constantly deletes all my saved music. I reported yesterday &amp; got no reply. Happened again today. WTH!? Pls help,@528039 We'll definitely be able to help. Just DM us your account's email address so we can have a look at your account /CB https://t.co/ldFdZRiNAt,connectivity_device
2874424,Any @SpotifyCares peeps up and about right now? I need some help!,@797995 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,account_access
1457866,"@SpotifyCares It seems a lot of people have this issue and it's affecting the most listened band of each one, https://t.co/0JOokwHJVa","@458377 We hear you. Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /RV",general_inquiry
265449,@SpotifyCares Yesss you fixed it! 😍 https://t.co/HvS9R5uQcV,@179241 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RH,general_inquiry
2225617,Fuming I pay for @115888 I refuse to pay more money to hear @118062 new album it should be on there!,"@649703 We’d love to have all of her stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /JN",general_inquiry
2565921,"@SpotifyCares I contributed to an abandoned thread on your forums about it with more detail. https://t.co/VMz5LcGtgb iPhone 7 with latest stable iOS, and 2014 iMac with latest stable macOS. Always install software updates right away, too.",@727943 Thanks for the link. How long have you had this issue? Does the repeat function re-enable when switching playback between your iPhone and MacBook or even when you're only using one device? /CO,general_inquiry
1930777,bakit kailangan ko ng credit card para ma avail yung student premium sa spotify pwede bang by load na lang ulit ang mop?,"@574545 Hi! We don't currently offer Filipino support, but we can help out in English here. We've just sent a DM. Let's carry on chatting there /CO",subscription_billing
475205,@115888 where the frick is your sleep timer!?!? #FirstWorldProblems,"@228089 Hey Kristina! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/zxDJ2Y8DxL. If you need anything else, just shout and we'll come running 🏃 /PK",general_inquiry
2627887,@SpotifyCares perfect velvet by red velvet!!!,"@742214 Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AU",general_inquiry
1639601,@115888 sharing no longer works on android.  press share and brings me back to Spotify home page.,"@501320 Hi there, help's here. Can you let us know the operating system and Spotify version you're using? Does logging out and back in help? /AC",connectivity_device
2957861,@SpotifyCares stop canceling my student discount without notifying me jesus christ!!!,"@816414 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",subscription_billing
2919363,@115888 isn’t working 😫😫,@808032 Hey there! Everything should be running smoothly now. Let us know if this is still happening /FR,general_inquiry
1876305,@115888 doesn't have a studio version of Cinderella by the Cheetah Girls (just a live version) and I am angery.,"@560133 Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NY",general_inquiry
2762991,"3
@115888 Hello, I really hope u guys put ""Mic Drop Remix"" by @133324, @134388 &amp; @4985 in one of most popular playlists","@772945 Hey there! Thanks for the feedback. Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /NQ",general_inquiry
422082,"@SpotifyCares hi, subscribed to spotify family,sent an invitation to my sis but it says 'error 3 oops,something went wrong' pls help. thanks",@215542 Hey! We've just sent you a DM. Let's carry on chatting there /JO,family_plan
280226,"@SpotifyCares It's working now, just wanted to check. Any news on being able to stream podcasts to my Chromecast?",@182786 We'd like to check a few things first. Can you let us know the make and model of the device that you're using to cast? /MA,general_inquiry
1231163,bAKIT BAWAL AKO @115888 ALAM NIYO NAMANG NAGTITIPID AKO EH TANGINA NIYO RIN EH NO https://t.co/NAODVZ0rtD,@408773 Hey there! We can help out in English via Twitter. Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt,general_inquiry
1606672,"@SpotifyCares 5.1.1 LMY47V. Sorry, i mean my device is Redmi note 3, and this problem also occur when i listening the downloaded songs on my playlist",@493544 Hmm. Could you DM us your account's username or email address? A screenshot of any error messages you're seeing would also help /LP https://t.co/ldFdZRiNAt,playback_issue
483952,.@115888 when can you ever recognize my phone number? Smh. 😒,@230133 Hi! We've shared more info with you via DM. Check it out /JP,general_inquiry
1119760,@115888 Isn't spotify suppose to have no sponsor ads either u fix it or I'll use your rival song app Pandora,@413700 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZRiNAt,app_crash_or_bug
579492,"@SpotifyCares hello there, so currently i’m choosing the promo package for premiu acc and i have done the payment, the celuler company that i use to pay the premium thing also said that i have paid but i don’t get any premium thing in my acc. when will i get my premium account?",@256474 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /TC,account_access
1934502,@SpotifyCares hi i can’t seem to unsubscribe from spotify and i was charged $10.26 . my email is __email__,@575600 Hey! We'd suggest deleting your previous tweet as it contains your account info. Can you send it to us via DM instead? We'll be waiting /CH https://t.co/ldFdZRiNAt,connectivity_device
1531530,"@116130 @52741 Why are abz tracks like ""the roads"" not on spotify pls explain",@475112 Hey Súlly! We wish our library was infinite. In the meantime here's some info about content: https://t.co/0i8GpimuDa /BH,connectivity_device
2203734,@SpotifyCares I am running into HTTP Error 500 after logging in through Facebook. Would this be more of a Facebook issue?,@644368 Hmm. Can we have you DM us your account username and email address? We'll take a look backstage /JI https://t.co/ldFdZRiNAt,general_inquiry
1888575,@SpotifyCares Thank you very much fingers crossed it gains some traction 🤞,"@563214 No worries, our devs are monitoring the Community threads. Just shout if there's anything else. https://t.co/M9DGmitf5G 🤘 /GT",general_inquiry
115240,@117153 @SpotifyCares Lots of people having payment issues,@329940 @117153 Hey Jay! We've just sent you a bit more info over DM. We'll carry on helping out there /TR,general_inquiry
1907123,@SpotifyCares I am being billed on iTunes for Spotify and I cancelled it 6 months ago. My name is David Mitts,"@568227 Hi David, help's here! Can you DM us your account's email address? We'll look into those charges backstage /RR https://t.co/ldFdZRiNAt",connectivity_device
1863370,@115888 being real stingy with their family account saying its limited to people in the household only 🤔🤔,@556775 1: Hi Claudia! All members of a Family plan must reside at the same physical address as mentioned in our T&amp;Cs: https://t.co/1XJ4A5XZ9O. /NY,family_plan
1136957,"Need to go and wrangle settings: my @115888 &amp; Google Home @136221 are conflicted, as someone is trying to play music at home :-(",@387827 Hey James! Can you tell us what’s happening exactly? We'll see what we can do to help 🙂 /MS,general_inquiry
1474857,@115888 why has my discover weekly SUCKED for 3 week STRAIGHT yo!!,@462382 2: Check out your Daily Mix in the meantime! Keep rocking 🤘 /JX,general_inquiry
435892,@SpotifyCares I have an Apple iPhone 7Plus running iOS 11.0.2 and my Spotify is 8.4.20,"@217435 Thanks. What happens exactly when using the app via Bluetooth? Also, does logging out &gt; restarting your device &gt; logging in help? /AY",connectivity_device
2907369,"@SpotifyCares hi, my mobile app isn't working, tried uninstalling and reinstalling. What shall I do next? Thanks","@805042 Hey Stephanie, help's here! What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /CO",app_crash_or_bug
2555557,"@SpotifyCares updated you and now my keyboard won't control Spotify. Not great. Advice, please thanks. Mac High Sierra","@725678 Hi there! Can you let us know if updating your macOS to High Sierra has made your other apps have the same issue? Also, is everything okay until you've updated your Spotify app's version? /JM",connectivity_device
1310302,"@117153 
I need help with my account.",@426201 Hey Jose! We'd love to help out. Can you tell us what's happening exactly? /LO,account_access
885173,"@SpotifyCares Galaxy S7 Android 7.0 Spotify version 8.4.24.871. 

Seems to be whenever I update the app all my downloads are deleted.",@330189 We'd suggest checking out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /NG,app_crash_or_bug
2239800,Can @115888 please optimize their app for the iPhoneX,"@292361 Hey Marcus! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /GU",app_crash_or_bug
1933268,Spotify is trash bc I made a playlist with the same song 50 times and hit shuffle and it played some other random song,"@575278 Hey, sorry to hear that. Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",playback_issue
1490466,"Why can't you select text on the @115888 Desktop App? If on an artist's ""About"" page &amp; I want to copy-paste an artist to search, I can't.","@466147 Hey Brentley! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /MT",app_crash_or_bug
2653019,"ok @115888 give me one reason why y'all have the Naked Brothers Band's entire self-titled album ""The Naked Brothers Band"" (2007) EXCEPT for ""Crazy Car""??","@748192 Hey! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /RE",general_inquiry
1194210,@SpotifyCares It works! Yes! There's no more stopping! Thanks!,@342991 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6kPKN3 /RH,resolved_followup
1788208,"@SpotifyCares I received an email that my email has been changed and now i cannot log in, i have premium and need to resolve this","@537157 Hey there, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZR1cbT",account_access
338723,@SpotifyCares The logo is just going dark for some reason lol. It’s version 8.4.20,@196862 Got it. Does restarting your phone make any difference? Keep us posted /KB,general_inquiry
1236434,Non US fans is the video working for y’all on Spotify? Can you watch it?,"@409989 Hey! As long as you have an account set to the US, you should be able to see the video. Are you getting any specific error messages? /NG",connectivity_device
187589,@SpotifyCares Worked a treat! Thanks so much.,@160027 Great! Glad to hear it's working. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /JQ,resolved_followup
1757043,@115888 my account has been hacked! https://t.co/blVdIIweCA,@529029 2: We'd suggest to check out https://t.co/QHn3ok8y2n for what to do next. Let us know if we can help with anything else /GN,account_access
1997461,"@115888 Come to Jordan, what’s taking you so long","@590616 Hey there, we hear you! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM 🙂 /DQ",general_inquiry
1477045,@SpotifyCares Why can't I loop one on my iPhone anymore?,@462954 Hey Justin! That doesn't sound good. Can you fire over your operating system and Spotify app versions? We'll see what we can suggest /PC,general_inquiry
401779,"Whoa @115888 , did you just charge me even though I cancelled temporarily a few days ago ? Nice. https://t.co/ZlbzTFE9N1",@211018 Hey there! Can you DM us your account's email address and username? We'll take a look backstage /SU https://t.co/ldFdZRiNAt,general_inquiry
1148110,@SpotifyCares here’s a video https://t.co/GYKjRbIpEy,"@183147 Just to check, does this also happen even when not connected to your car stereo? /RC",general_inquiry
2715965,STOP LOGGING ME OUT THIS SHIT HAPPENS EVERY MONTH @SPOTIFYCARES https://t.co/dZ3Qpxovi6,"@465356 Hey there! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",general_inquiry
1753544,@115888 could you guys add tones lower than 60 hz to the equalizer? Would be awesome for bass heads,@528187 Hey Anthony! Thanks for sharing this. We suggest posting it on: https://t.co/rtDvYZOF32 /DD,general_inquiry
6523,@117153 @SpotifyCares I have been charged twice for the same month of premium,@392478 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /MG,general_inquiry
2379892,"@SpotifyCares I was wondering, what the hell were you thinking when you allowed an ad with loud sex moans??? Virgin mobile - Chile. Please do something about it.",@686242 Hi! We didn't mean to cause any offense. We'll pass the feedback on to the right people /RB,general_inquiry
1978628,"@115888 any idea why my downloaded playlist just undownloads itself from time to time? Fine driving to work, gone tonight",@524429 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /MQ,playback_issue
2219829,"@SpotifyCares I added my email on there a year back already 😅 But thanks, anyway. 👍",@648412 You're welcome! Give us a shout if you need a hand with anything else. We're just a tweet away /RC,resolved_followup
792869,@SpotifyCares I don't think it's your issue anymore! I think apple is trash,@134769 Thanks for giving it a try. We are aware of this and we're currently looking into it. We'll me sure to keep everybody posted for updates /NG,general_inquiry
1461612,@115888 why spotify can't pay with top up ?,"@459222 Hi! The 4990 MYR offer can only be purchased using payments that support automatic billing such as debit/credit cards and PayPal. If you'd like to pay through your mobile service provider, you could get the 3 months for 49990 MYR deal at https://t.co/08kG2GBNp5 /NY",connectivity_device
780392,@SpotifyCares not when the pc is unlocked then the play/pause key on the keyboard doesn't work...,"@306321 Hi! Don't worry, we're here to help. Can you let us know what version of Spotify you're using? Also, did this happen just recently? /DR",general_inquiry
1335489,@SpotifyCares https://t.co/S3P0Lb801B The albums from ‘96-2000 match artist bio. The singles from ‘16-‘17 are a different band.,@424677 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 🔍 /AU,general_inquiry
2684253,@SpotifyCares It’s the most up to date version I believe https://t.co/UdRKMe6Ocy,@133574 Got it. Can you check if reinstalling the app does the trick? Just follow the steps at https://t.co/46sWVpIvlI. Keep us posted /DV,general_inquiry
2578876,@SpotifyCares My wife is unable to join our Family plan. Sent her invite but after address is entered get undefined error,"@731113 Hi Mike, help's here! Can you DM us your accounts' email addresses? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",family_plan
1446597,@SpotifyCares Dear Spotify can you make Nuthin’ But A “G” Thang by Dr Dre have the explicit tag since it has multiple explicit words.,@455680 Hey there! Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. We'll check it out /JX,connectivity_device
2792164,"You've got a problem @115888, haven't you? https://t.co/TQ9HJR1yWq","@779254 Hey Antoine. We've made a few tweaks backstage, so this should now be fixed up. Let us know if not! /WP",general_inquiry
2079619,@115888 so my account disappeared!???????,"@615053 Hey there, that doesn't sound right. Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt",account_access
2789323,@117153 Can't sign into my premuim Spotify,@778583 Hey Cyndi! Could you DM us your account's username or email address? We'll take a look backstage /TM https://t.co/ldFdZRiNAt,connectivity_device
1991538,"@SpotifyCares I’m really upset - at any given time, with no warning or pattern, my playlists that I have downloaded to my iPad go away. Help",@589402 Hey! Sorry to hear that. See the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /RA,general_inquiry
1878218,".@115888 My Time Capsule sucks, can you make me a new one?","@560634 Hi! Don't worry, we'll be happy to make one. Could you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",general_inquiry
1192376,Hi @8490 My tracks have been crackling for weeks including offline playlists. On wifi &amp; network &amp; various headsets. Any advice?,"@400254 Hey there! Can you let us know your device, operating system, and Spotify version? We'll check it out /RC",general_inquiry
770548,@SpotifyCares hi! How can I enable displaying of what I'm listening to on Facebook? I already have the feature enabled on the app. https://t.co/SrBVFD2eVv,@300149 Hey! We're afraid we no longer share your listening activity to Facebook. Rest assured your feedback will be passed on to the right team /AR,app_crash_or_bug
2438691,"@SpotifyCares Hello! My Spotify acct is linked to my FB, and I recently changed the email on my FB but it hasn't updated for Spotify. I want to make sure I receive Spotify's emails, as the old address is inactive/inaccessible. Can someone please help me update it?",@699490 Hey Jessie! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,connectivity_device
2347867,"@115888 
good morning I'm having problems with the payment of the premium subscription family that could not be charged when I always get the visa visa the bill is not expired, it is international, how can I solve the problem and I try to load other means of payment",@678760 Hey Adrian! Can you DM us your account's username or email address? We'll take a look backstage /MS https://t.co/ldFdZR1cbT,family_plan
544598,@SpotifyCares great customer care service!! thumbs up!!!!,"@246542 Hey Martin, thanks for the kind words! We've gone ahead and replied to your DM, let's continue chatting there /TB",general_inquiry
289164,"@SpotifyCares Uh, none of those steps apply to my platform. 🙄 I will un/reinstall.","@184908 Oops, sorry about that! Thanks for trying it out for us. We'll be on the lookout for your update /JE",general_inquiry
627568,come through @115888 w the code!!!  @12387  Ill see you next month boo!!,"@268634 Hey Eartha! We just sent you a reply to your DM, so we'll continue assisting you there /TF",general_inquiry
844363,@SpotifyCares tried clearing cache,@320738 Hey there! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt,general_inquiry
2951501,"@115888 ""Discover"" is only going to be playlists?  Bad news. I want my album recs.","@815010 Hey Sheela! The Discover tab under Browse should be a mix of different albums, EPs, and singles based your listening preferences. Can you send us a screenshot where it only shows you playlists? /JP",general_inquiry
873995,"A lot of good music came out today, but most of it was not featured in the 
@115888 new releases section... what’s with that",@327492 Hi Vinnie! Can you let us know the title of these tracks? We'll check under the hood /AU,general_inquiry
2062639,@spotifycares trying to update the payment details on premium account. Site keeps directing me to a student account and won't verify payment,"@610008 Hey Charlotte, help's here! Can you DM us your account's email address? We'll take a look under the hood /MV https://t.co/ldFdZRiNAt",subscription_billing
2848311,"@SpotifyCares Hey guys, I found out that I don't have the option to mark a band or performer as ""don't play this to me"", as opposed to ""like"". It seems other people I know have that option. Why might it be unavailable to me?","@792134 Hey there! This isn't possible right now, but you can vote for the idea and help make it happen here: https://t.co/hlXvRg5Zog /KL",general_inquiry
385727,&gt; @115888 : Never thought about adding new songs at the top of the list ?? bottom is too far #SaveMyFinger by #UX @83467 @83468 https://t.co/8xzqxhKKGD,"@207311 Hey, thanks for the feedback. For now, you can follow the steps here: https://t.co/5hjtm5AdqM. Hope this helps /NY",playback_issue
1945704,"@SpotifyCares Since the last update, All my songs have become unavailable when I try to play them. I'm using Windows 10 on a laptop",@177436 Hi! Can you let us know what device/version of Spotify you're using? Are you getting any messages when you're trying to play a song? /DR,playback_issue
2844617,"@SpotifyCares How do I cancel my subscription from a closed facebook that is now permanently deleted and I don't have access to the spotify? It is still withdrawing money from my credit card, my bank can't stop the payment.","@791317 Hey there! No worries, we can help. Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt",connectivity_device
2264785,@117153 i´ve been paying for premium and i have spotify free... why? https://t.co/PQL354BNnD,"@659253 Hey there! For security reasons, we'd suggest deleting your previous tweet because it contains private info. Can you DM us instead? /LO https://t.co/ldFdZRiNAt",connectivity_device
2536599,@SpotifyCares just stop taking off dua lipa of my playlist,"@721585 Sorry for the confusion. Just to check, is this only happening with IDGAF? Are there other tracks that have gone missing? /DR",playback_issue
1359524,@SpotifyCares my son has an account with you. He has passed away. How do I cancel his account? Is there a number I can call?,@436955 Hey there. Could you DM us your son's username and email address? We'll take a look /DF https://t.co/ldFdZRiNAt,account_access
2632592,"@SpotifyCares Okay! Why i can't buy Spotify Premium with iTunes?
I just have iTunes! Can fix it? Answer me back!

Thanks for your time, have a Nice day!","@743336 We're afraid it's no longer possible to pay for Premium using Apple’s in-app payment system. This has been discontinued for new subscribers. We'd suggest signing up for Premium at https://t.co/08kG2GBNp5. Hope this info helps. If you have any other questions, let us know /DR",connectivity_device
79378,@SpotifyCares Please assist.  I can''t log in on my spotify account using facebook.,@133615 Hi! We've sent a DM your way. We'll carry on helping out there /AY,account_access
649401,@SpotifyCares I'm being charged monthly but no premium. Only one account. Your support page useless. Pls help.,@274365 Hey Jessica! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,account_access
2572179,@SpotifyCares Need help.  Another device keeps taking over my account.  I've taken multiple steps to prevent this but it's still happening.,"@729382 Hi Ryan. Don't worry, help's here! Can you DM us your account's email address or username? Also, what device is trying to take over? We'll take a look backstage /XF https://t.co/ldFdZRiNAt",account_access
1473896,Dear @115888 can you please put #FirstCar on your site? Thanks,"@462153 Hey, we’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /GS",resolved_followup
1828726,Idk what technology @115888 uses when you put your playlist on shuffle but I can tell you 45% of the time my music does not shuffle 😑😐😐,"@548808 Hey! What device, operating system, and Spotify version are you on? By any chance, are you listening on shuffle via Spotify Connect? /AY",playback_issue
634354,@115888 I need Soulja Slim album “The Streets Made Me” to appear on your app ya feel me make dat happen,"@270403 Hey There! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /TF",app_crash_or_bug
